,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Period
196,SkyWest Airlines,OO,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,3570,Enplaned,3570,2005,August,2005-08-01
197,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,4720,Deplaned,4720,2005,August,2005-08-01
198,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,4717,Enplaned,4717,2005,August,2005-08-01
199,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,G,7357,Deplaned,7357,2005,August,2005-08-01
200,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,G,5128,Enplaned,5128,2005,August,2005-08-01
201,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,A,42622,Deplaned,42622,2005,August,2005-08-01
202,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,A,44508,Enplaned,44508,2005,August,2005-08-01
203,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,40712,Deplaned,40712,2005,August,2005-08-01
204,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,40322,Enplaned,40322,2005,August,2005-08-01
205,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 1,B,61872,Deplaned,61872,2005,August,2005-08-01
206,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 1,B,61768,Enplaned,61768,2005,August,2005-08-01
207,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Low Fare,Terminal 3,E,55842,Deplaned,55842,2005,August,2005-08-01
208,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,E,27930,Deplaned,27930,2005,August,2005-08-01
209,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Low Fare,Terminal 3,E,56087,Enplaned,56087,2005,August,2005-08-01
210,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,E,26098,Enplaned,26098,2005,August,2005-08-01
211,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,E,676,Thru / Transit * 2,1352,2005,August,2005-08-01
212,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,420430,Deplaned,420430,2005,August,2005-08-01
213,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,398135,Enplaned,398135,2005,August,2005-08-01
214,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,F,11585,Thru / Transit * 2,23170,2005,August,2005-08-01
215,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,79131,Deplaned,79131,2005,August,2005-08-01
216,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,68861,Enplaned,68861,2005,August,2005-08-01
217,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,4059,Thru / Transit * 2,8118,2005,August,2005-08-01
218,United Airlines,UA,United Airlines,UA,International,Australia,Deplaned,Other,International,G,8903,Deplaned,8903,2005,August,2005-08-01
219,United Airlines,UA,United Airlines,UA,International,Australia,Enplaned,Other,International,G,7874,Enplaned,7874,2005,August,2005-08-01
220,United Airlines,UA,United Airlines,UA,International,Australia,Thru / Transit,Other,International,G,1475,Thru / Transit * 2,2950,2005,August,2005-08-01
221,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,13895,Deplaned,13895,2005,August,2005-08-01
222,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,12145,Enplaned,12145,2005,August,2005-08-01
223,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,29236,Deplaned,29236,2005,August,2005-08-01
224,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,29920,Enplaned,29920,2005,August,2005-08-01
225,United Airlines,UA,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,863,Thru / Transit * 2,1726,2005,August,2005-08-01
226,United Airlines,UA,United Airlines,UA,International,South America,Deplaned,Other,International,G,9397,Deplaned,9397,2005,August,2005-08-01
227,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,International,G,9275,Enplaned,9275,2005,August,2005-08-01
228,United Airlines,UA,United Airlines,UA,International,South America,Thru / Transit,Other,International,G,78,Thru / Transit * 2,156,2005,August,2005-08-01
229,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10685,Deplaned,10685,2005,August,2005-08-01
230,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11072,Enplaned,11072,2005,August,2005-08-01
231,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Deplaned,Other,International,A,2300,Deplaned,2300,2005,August,2005-08-01
232,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Enplaned,Other,International,A,2251,Enplaned,2251,2005,August,2005-08-01
233,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,17341,Deplaned,17341,2005,September,2005-09-01
234,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,18541,Enplaned,18541,2005,September,2005-09-01
235,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,North America,Thru / Transit,Low Fare,Terminal 1,B,4412,Thru / Transit * 2,8824,2005,September,2005-09-01
236,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,Terminal 1,B,24473,Deplaned,24473,2005,September,2005-09-01
237,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,Terminal 1,B,26120,Enplaned,26120,2005,September,2005-09-01
238,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4416,Deplaned,4416,2005,September,2005-09-01
239,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,4568,Enplaned,4568,2005,September,2005-09-01
240,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,10731,Deplaned,10731,2005,September,2005-09-01
241,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11337,Enplaned,11337,2005,September,2005-09-01
242,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Deplaned,Other,International,G,4565,Deplaned,4565,2005,September,2005-09-01
243,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Other,International,G,4295,Enplaned,4295,2005,September,2005-09-01
244,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Deplaned,Low Fare,International,A,7057,Deplaned,7057,2005,September,2005-09-01
245,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Enplaned,Low Fare,International,A,6806,Enplaned,6806,2005,September,2005-09-01
246,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,International,A,31117,Deplaned,31117,2005,September,2005-09-01
247,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,International,A,33742,Enplaned,33742,2005,September,2005-09-01
248,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Thru / Transit,Other,International,A,3843,Thru / Transit * 2,7686,2005,September,2005-09-01
249,Alaska Airlines,AS,Alaska Airlines,AS,International,North America,Deplaned,Other,International,A,6635,Deplaned,6635,2005,September,2005-09-01
250,Alaska Airlines,AS,Alaska Airlines,AS,International,North America,Enplaned,Other,International,A,7783,Enplaned,7783,2005,September,2005-09-01
251,Alaska Airlines,AS,Alaska Airlines,AS,International,North America,Thru / Transit,Other,International,A,161,Thru / Transit * 2,322,2005,September,2005-09-01
252,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Deplaned,Other,International,A,5446,Deplaned,5446,2005,September,2005-09-01
253,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Enplaned,Other,International,A,7674,Enplaned,7674,2005,September,2005-09-01
254,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Thru / Transit,Other,International,A,1504,Thru / Transit * 2,3008,2005,September,2005-09-01
255,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5875,Deplaned,5875,2005,September,2005-09-01
256,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5960,Enplaned,5960,2005,September,2005-09-01
257,American Airlines,AA,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 3,E,135043,Deplaned,135043,2005,September,2005-09-01
258,American Airlines,AA,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 3,E,135944,Enplaned,135944,2005,September,2005-09-01
259,American Eagle Airlines,MQ,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 3,E,4240,Deplaned,4240,2005,September,2005-09-01
260,American Eagle Airlines,MQ,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 3,E,4166,Enplaned,4166,2005,September,2005-09-01
261,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4792,Deplaned,4792,2005,September,2005-09-01
262,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5140,Enplaned,5140,2005,September,2005-09-01
263,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,108,Deplaned,108,2005,September,2005-09-01
264,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,315,Enplaned,315,2005,September,2005-09-01
265,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20455,Deplaned,20455,2005,September,2005-09-01
266,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20635,Enplaned,20635,2005,September,2005-09-01
267,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,8370,Deplaned,8370,2005,September,2005-09-01
268,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9874,Enplaned,9874,2005,September,2005-09-01
269,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9154,Deplaned,9154,2005,September,2005-09-01
270,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9486,Enplaned,9486,2005,September,2005-09-01
271,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Deplaned,Low Fare,Terminal 1,C,17291,Deplaned,17291,2005,September,2005-09-01
272,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,68347,Deplaned,68347,2005,September,2005-09-01
273,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Enplaned,Low Fare,Terminal 1,C,17453,Enplaned,17453,2005,September,2005-09-01
274,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,67160,Enplaned,67160,2005,September,2005-09-01
275,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,9931,Deplaned,9931,2005,September,2005-09-01
276,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10752,Enplaned,10752,2005,September,2005-09-01
277,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,13426,Deplaned,13426,2005,September,2005-09-01
278,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,12989,Enplaned,12989,2005,September,2005-09-01
279,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Deplaned,Other,Terminal 1,C,7735,Deplaned,7735,2005,September,2005-09-01
280,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Enplaned,Other,Terminal 1,C,7624,Enplaned,7624,2005,September,2005-09-01
281,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,4648,Deplaned,4648,2005,September,2005-09-01
282,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,4401,Enplaned,4401,2005,September,2005-09-01
283,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,1996,Deplaned,1996,2005,September,2005-09-01
284,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,1677,Enplaned,1677,2005,September,2005-09-01
285,Independence Air,DH,Independence Air,DH,Domestic,North America,Deplaned,Low Fare,International,A,5218,Deplaned,5218,2005,September,2005-09-01
286,Independence Air,DH,Independence Air,DH,Domestic,North America,Enplaned,Low Fare,International,A,5503,Enplaned,5503,2005,September,2005-09-01
287,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7087,Deplaned,7087,2005,September,2005-09-01
288,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8264,Enplaned,8264,2005,September,2005-09-01
289,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9562,Deplaned,9562,2005,September,2005-09-01
290,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9513,Enplaned,9513,2005,September,2005-09-01
291,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4344,Deplaned,4344,2005,September,2005-09-01
292,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3448,Enplaned,3448,2005,September,2005-09-01
293,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20535,Deplaned,20535,2005,September,2005-09-01
294,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21379,Enplaned,21379,2005,September,2005-09-01
295,Mesa Airlines,YV,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,B,1781,Deplaned,1781,2005,September,2005-09-01
296,Mesa Airlines,YV,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,B,1751,Enplaned,1751,2005,September,2005-09-01
297,Mexicana Airlines,MX,Mexicana Airlines,MX,International,South America,Deplaned,Other,International,G,3986,Deplaned,3986,2005,September,2005-09-01
298,Mexicana Airlines,MX,Mexicana Airlines,MX,International,South America,Enplaned,Other,International,G,4823,Enplaned,4823,2005,September,2005-09-01
299,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,North America,Deplaned,Other,Terminal 1,A,2913,Deplaned,2913,2005,September,2005-09-01
300,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,North America,Enplaned,Other,Terminal 1,A,2867,Enplaned,2867,2005,September,2005-09-01
301,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,North America,Deplaned,Other,Terminal 1,C,48138,Deplaned,48138,2005,September,2005-09-01
302,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,North America,Enplaned,Other,Terminal 1,C,47061,Enplaned,47061,2005,September,2005-09-01
303,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,5857,Deplaned,5857,2005,September,2005-09-01
304,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,5615,Enplaned,5615,2005,September,2005-09-01
305,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8323,Deplaned,8323,2005,September,2005-09-01
306,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7875,Enplaned,7875,2005,September,2005-09-01
307,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15259,Deplaned,15259,2005,September,2005-09-01
308,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14251,Enplaned,14251,2005,September,2005-09-01
309,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,6356,Deplaned,6356,2005,September,2005-09-01
310,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,6666,Enplaned,6666,2005,September,2005-09-01
311,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,96832,Deplaned,96832,2005,September,2005-09-01
312,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,95008,Enplaned,95008,2005,September,2005-09-01
313,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,3581,Deplaned,3581,2005,September,2005-09-01
314,SkyWest Airlines,OO,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,3457,Enplaned,3457,2005,September,2005-09-01
315,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,3686,Deplaned,3686,2005,September,2005-09-01
316,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,3592,Enplaned,3592,2005,September,2005-09-01
317,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,G,3790,Deplaned,3790,2005,September,2005-09-01
318,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,G,3529,Enplaned,3529,2005,September,2005-09-01
319,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,A,35942,Deplaned,35942,2005,September,2005-09-01
320,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,A,36632,Enplaned,36632,2005,September,2005-09-01
321,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,34782,Deplaned,34782,2005,September,2005-09-01
322,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,34761,Enplaned,34761,2005,September,2005-09-01
